time_sec,amplitude
1.1,0.025862
1.11,0.036403
1.12,0.002422
1.13,-0.012338
1.14,-0.006447
1.15,-0.027514
1.16,0.015536
1.17,-0.012095
1.18,-0.008611
1.19,0.005754
1.2,0.021245
1.21,-0.001066
1.22,-0.006996
1.23,-0.017338
1.24,0.018308
1.25,-0.002151
1.26,-0.01377
1.27,-0.025806
1.28,0.020336
1.29,-0.034114
1.3,-0.010183
1.31,-0.014953
1.32,-0.020523
1.33,-0.010445
1.34,0.032023
1.35,0.020048
1.36,-0.020309
1.37,0.019482
1.38,-0.011232
1.39,-0.004038
1.4,0.00497
1.41,0.008029
1.42,-0.024659
1.43,0.004542
1.44,0.003817
1.45,-0.0099
1.46,0.039723
1.47,-0.01612
1.48,-0.006673
1.49,-0.041562
1.5,0.019726
1.51,-0.034039
1.52,0.003407
1.53,0.017291
1.54,0.014676
1.55,-0.005432
1.56,-0.000194
1.57,-0.007922
1.58,0.030154
1.59,-0.000651
1.6,-0.019227
1.61,0.012114
1.62,-0.01969
1.63,-0.004293
1.64,0.00216
1.65,0.004281
1.66,0.023142
1.67,-0.016736
1.68,-0.024119
1.69,0.017181
1.7,0.023779
1.71,0.017068
1.72,-0.016839
1.73,0.008832
1.74,-0.005443
1.75,0.000158
1.76,-0.022512
1.77,-0.020088
1.78,0.017352
1.79,-0.006653
1.8,-0.009814
1.81,-0.006803
1.82,-0.007418
1.83,0.003645
1.84,-0.010838
1.85,-0.031182
1.86,0.029518
1.87,-0.003657
1.88,0.026729
1.89,-0.040984
1.9,-0.013021
1.91,0.026365
1.92,-0.040331
1.93,-0.011214
1.94,0.000732
1.95,-0.019106
1.96,0.00164
1.97,0.00135
1.98,-0.009939
1.99,0.014033
2.0,-0.012358
2.01,0.026155
2.02,-0.008469
2.03,-0.003496
2.04,-0.018846
2.05,0.016975
2.06,0.040596
2.07,-0.006778
2.08,0.015329
2.09,-0.018744
2.1,0.011613
2.11,-0.004644
2.12,-0.00723
2.13,-0.013685
2.14,-0.004694
2.15,-0.016453
2.16,0.038057
2.17,-0.01726
2.18,-0.026294
2.19,-0.006696
2.2,-0.033502
2.21,0.014652
2.22,-0.012799
2.23,-0.024796
2.24,-0.042598
2.25,-0.025888
2.26,0.037534
2.27,-0.00317
2.28,-0.029216
2.29,0.023985
2.3,-0.018585
2.31,-0.024727
2.32,0.006796
2.33,0.020691
2.34,0.000158
2.35,0.014731
2.36,0.029873
2.37,-0.034188
2.38,-0.009647
2.39,-0.012741
2.4,-0.019803
2.41,-0.002062
2.42,-0.038927
2.43,-0.003703
2.44,0.009377
2.45,0.023936
2.46,0.01805
2.47,0.005683
2.48,0.0022
2.49,0.005102
2.5,-0.030217
2.51,0.081459
2.52,0.099376
2.53,0.124237
2.54,0.11973
2.55,0.07132
2.56,0.002676
2.57,-0.031155
2.58,-0.086217
2.59,-0.105003
2.6,-0.091162
2.61,-0.089215
2.62,-0.013983
2.63,0.033006
2.64,0.044889
2.65,0.125653
2.66,0.093026
2.67,0.105534
2.68,0.051549
2.69,-0.022334
2.7,-0.05
2.71,-0.094447
2.72,-0.11789
2.73,-0.096649
2.74,-0.069046
2.75,-0.01063
2.76,0.073859
2.77,0.120123
2.78,0.130563
2.79,0.120162
2.8,0.095457
2.81,0.041661
2.82,-0.030519
2.83,-0.129856
2.84,-0.130821
2.85,-0.118805
2.86,-0.073783
2.87,-0.043694
2.88,0.021156
2.89,0.079758
2.9,0.09347
2.91,0.090859
2.92,0.079063
2.93,0.071248
2.94,-0.04876
2.95,-0.077128
2.96,-0.066735
2.97,-0.11124
2.98,-0.067068
2.99,-0.09487
3.0,0.001874
3.01,0.055262
3.02,0.093071
3.03,0.121832
3.04,0.032904
3.05,0.038348
3.06,0.023437
3.07,-0.071987
3.08,-0.087226
3.09,-0.09736
3.1,-0.107426
3.11,-0.072147
3.12,-0.031207
3.13,0.023154
3.14,0.075637
3.15,0.069071
3.16,0.100924
3.17,0.109904
3.18,0.050275
3.19,-0.000106
3.2,-0.092528
3.21,-0.11997
3.22,-0.12901
3.23,-0.090181
3.24,-0.090865
3.25,-0.017894
3.26,0.057163
3.27,0.047123
3.28,0.140334
3.29,0.124366
3.3,0.070552
3.31,0.009963
3.32,-0.054898
3.33,-0.101469
3.34,-0.125334
3.35,-0.101154
3.36,-0.071971
3.37,-0.059665
3.38,-0.010318
3.39,0.057465
3.4,0.113741
3.41,0.102044
3.42,0.076623
3.43,0.053543
3.44,0.021842
3.45,-0.082151
3.46,-0.097126
3.47,-0.113745
3.48,-0.113924
3.49,-0.057369
3.5,0.021044
3.51,0.023381
3.52,0.002073
3.53,-0.010293
3.54,-0.022175
3.55,0.020386
3.56,-0.015202
3.57,-0.009798
3.58,-0.009172
3.59,0.024384
3.6,-0.0175
3.61,0.011554
3.62,0.024593
3.63,-0.010589
3.64,0.025966
3.65,-0.00021
3.66,-0.021917
3.67,0.026288
3.68,0.026346
3.69,-0.024494
3.7,-0.017983
3.71,0.009276
3.72,0.009665
3.73,-0.014102
3.74,0.038739
3.75,-0.02566
3.76,-0.027542
3.77,0.034556
3.78,-0.00822
3.79,-0.007018
3.8,-0.015747
3.81,-0.034775
3.82,-0.029553
3.83,-0.006248
3.84,-0.015099
3.85,-0.006708
3.86,-0.016952
3.87,-0.00184
3.88,0.022809
3.89,-0.011621
3.9,-0.004043
3.91,0.026183
3.92,0.022994
3.93,-0.015577
3.94,0.015553
3.95,-0.022525
3.96,-0.001236
3.97,-0.009725
3.98,-0.025097
3.99,0.015156
4.0,0.001437
4.01,-0.036183
4.02,-0.009655
4.03,0.016659
4.04,-0.016385
4.05,-0.005242
4.06,0.007888
4.07,-0.0238
4.08,0.026232
4.09,-0.006231
4.1,-0.004822
4.11,-0.007971
4.12,-0.000946
4.13,-0.026886
4.14,0.006005
4.15,-0.031199
4.16,-0.023552
4.17,0.016418
4.18,0.004975
4.19,-0.003221
4.2,0.014082
4.21,-0.017804
4.22,0.016266
4.23,-0.004849
4.24,0.004409
4.25,0.034609
4.26,0.007785
4.27,0.014812
4.28,0.012098
4.29,-0.014462
4.3,0.01157
4.31,0.003743
4.32,-0.002083
4.33,-0.011305
4.34,0.013873
4.35,-0.037844
4.36,-0.0197
4.37,0.007085
4.38,0.037892
4.39,0.003892
4.4,0.002234
4.41,-0.018839
4.42,0.013095
4.43,0.01747
4.44,-0.00568
4.45,-0.000945
4.46,-0.017211
4.47,-0.003482
4.48,-0.010646
4.49,0.003982
4.5,-0.032553
4.51,-0.000253
4.52,-0.039463
4.53,-0.046718
4.54,-0.001828
4.55,-0.012399
4.56,-0.022105
4.57,0.000673
4.58,0.011334
4.59,0.00458
4.6,-0.017421
4.61,-0.024325
4.62,-0.022472
4.63,-0.009339
4.64,0.066701
4.65,-0.022027
4.66,0.008241
4.67,0.02751
4.68,-0.006794
4.69,-0.036956
4.7,0.051355
4.71,-0.019446
4.72,0.028567
4.73,0.006282
4.74,-0.030155
4.75,-0.034004
4.76,-0.002676
4.77,0.004117
4.78,-0.018792
4.79,-0.042338
4.8,0.048397
4.81,0.007805
4.82,0.023868
4.83,-0.010449
4.84,-0.025413
4.85,0.020619
4.86,0.001096
4.87,0.000211
4.88,-0.009459
4.89,0.024015
4.9,-0.001668
4.91,0.015375
4.92,-0.005922
4.93,-0.02194
4.94,-0.001014
4.95,-0.012439
4.96,-0.061277
4.97,0.026341
4.98,0.00606
4.99,-0.008248
5.0,0.012281
5.01,0.122769
5.02,0.246281
5.03,0.324529
5.04,0.372986
5.05,0.419623
5.06,0.438967
5.07,0.477622
5.08,0.412888
5.09,0.360989
5.1,0.250576
5.11,0.155889
5.12,0.013936
5.13,-0.04083
5.14,-0.166287
5.15,-0.266704
5.16,-0.327555
5.17,-0.401299
5.18,-0.458272
5.19,-0.437349
5.2,-0.42077
5.21,-0.405716
5.22,-0.304878
5.23,-0.213274
5.24,-0.130073
5.25,0.037836
5.26,0.096941
5.27,0.212965
5.28,0.304646
5.29,0.381632
5.3,0.4086
5.31,0.443231
5.32,0.4554
5.33,0.433657
5.34,0.343769
5.35,0.250328
5.36,0.150578
5.37,0.054523
5.38,-0.023751
5.39,-0.145433
5.4,-0.227179
5.41,-0.340758
5.42,-0.411571
5.43,-0.444778
5.44,-0.48668
5.45,-0.40073
5.46,-0.386419
5.47,-0.280303
5.48,-0.210977
5.49,-0.131239
5.5,-0.013276
5.51,0.115269
5.52,0.162952
5.53,0.304306
5.54,0.369954
5.55,0.408503
5.56,0.491691
5.57,0.443885
5.58,0.426866
5.59,0.341094
5.6,0.267397
5.61,0.169961
5.62,0.068275
5.63,-0.079666
5.64,-0.194873
5.65,-0.265822
5.66,-0.353185
5.67,-0.392034
5.68,-0.464529
5.69,-0.426662
5.7,-0.399256
5.71,-0.412142
5.72,-0.32938
5.73,-0.227853
5.74,-0.118444
5.75,-0.013828
5.76,0.156414
5.77,0.225285
5.78,0.287843
5.79,0.388574
5.8,0.409572
5.81,0.454944
5.82,0.421767
5.83,0.380362
5.84,0.313349
5.85,0.239142
5.86,0.170058
5.87,0.026448
5.88,-0.053991
5.89,-0.20952
5.9,-0.255963
5.91,-0.337254
5.92,-0.379945
5.93,-0.492457
5.94,-0.46904
5.95,-0.449104
5.96,-0.404513
5.97,-0.305663
5.98,-0.231834
5.99,-0.129437
6.0,-0.005298
6.01,0.061872
6.02,0.242575
6.03,0.287452
6.04,0.393957
6.05,0.429631
6.06,0.4461
6.07,0.43254
6.08,0.430319
6.09,0.319624
6.1,0.285255
6.11,0.196594
6.12,0.018382
6.13,-0.055167
6.14,-0.187448
6.15,-0.259598
6.16,-0.341663
6.17,-0.400188
6.18,-0.457089
6.19,-0.463635
6.2,-0.418588
6.21,-0.39032
6.22,-0.276205
6.23,-0.193424
6.24,-0.100954
6.25,0.000741
6.26,0.110646
6.27,0.222522
6.28,0.299783
6.29,0.393542
6.3,0.431353
6.31,0.433819
6.32,0.446489
6.33,0.41178
6.34,0.339745
6.35,0.308112
6.36,0.169175
6.37,0.08233
6.38,-0.070135
6.39,-0.186978
6.4,-0.23978
6.41,-0.332249
6.42,-0.431125
6.43,-0.437753
6.44,-0.455011
6.45,-0.461741
6.46,-0.422654
6.47,-0.301906
6.48,-0.223221
6.49,-0.096493
6.5,0.006153
6.51,0.100203
6.52,0.201671
6.53,0.301173
6.54,0.354552
6.55,0.394402
6.56,0.424112
6.57,0.449636
6.58,0.432419
6.59,0.377045
6.6,0.283778
6.61,0.182774
6.62,0.047722
6.63,-0.064417
6.64,-0.165528
6.65,-0.251543
6.66,-0.331013
6.67,-0.396069
6.68,-0.466563
6.69,-0.434944
6.7,-0.39742
6.71,-0.36207
6.72,-0.295368
6.73,-0.18681
6.74,-0.072895
6.75,-0.0215
6.76,0.133194
6.77,0.218822
6.78,0.272947
6.79,0.399963
6.8,0.452128
6.81,0.463709
6.82,0.432216
6.83,0.425225
6.84,0.339501
6.85,0.263215
6.86,0.185604
6.87,0.045983
6.88,-0.091534
6.89,-0.18323
6.9,-0.26562
6.91,-0.380355
6.92,-0.42554
6.93,-0.43926
6.94,-0.492103
6.95,-0.407481
6.96,-0.414268
6.97,-0.307832
6.98,-0.238185
6.99,-0.130949
7.0,-0.003866
7.01,0.014041
7.02,-0.010378
7.03,0.011183
7.04,-0.001064
7.05,0.014246
7.06,0.038072
7.07,-0.012225
7.08,-0.021347
7.09,-0.029317
7.1,-0.041272
7.11,-0.037813
7.12,0.021885
7.13,-0.014784
7.14,-0.012686
7.15,-0.01291
7.16,-0.014112
7.17,-0.003263
7.18,-0.015503
7.19,0.015786
7.2,-0.007463
7.21,-0.010217
7.22,-0.006447
7.23,-0.02024
7.24,0.005668
7.25,-0.003669
7.26,-0.027663
7.27,0.003774
7.28,-0.003626
7.29,-0.001036
7.3,-0.010049
7.31,0.011575
7.32,0.007133
7.33,0.032671
7.34,0.008631
7.35,0.007837
7.36,-0.013459
7.37,0.014768
7.38,0.00531
7.39,0.030498
7.4,-0.005188
7.41,0.032197
7.42,-0.018883
7.43,-0.01149
7.44,-0.017582
7.45,-0.005952
7.46,-0.015328
7.47,-0.01394
7.48,0.003631
7.49,-0.004713
7.5,-0.003936
7.51,-0.015899
7.52,0.035882
7.53,0.019533
7.54,-0.042157
7.55,0.026457
7.56,-0.015925
7.57,0.000871
7.58,-0.028713
7.59,-0.015049
7.6,-0.002268
7.61,0.007789
7.62,0.028991
7.63,0.005536
7.64,0.002564
7.65,-0.006721
7.66,-0.005642
7.67,0.014524
7.68,0.036221
7.69,-0.003367
7.7,0.02198
7.71,-0.030177
7.72,-0.022469
7.73,-0.021733
7.74,0.01659
7.75,-0.037008
7.76,-0.012881
7.77,-0.006675
7.78,-0.019504
7.79,-0.000343
7.8,0.005327
7.81,0.01038
7.82,0.010172
7.83,-0.004026
7.84,-0.03348
7.85,-0.011784
7.86,-0.016931
7.87,0.023352
7.88,-0.01036
7.89,-0.009597
7.9,-0.029258
7.91,-0.013036
7.92,-0.000308
7.93,0.011186
7.94,-0.014479
7.95,-0.030363
7.96,-0.024109
7.97,-0.001495
7.98,0.00155
7.99,0.021182
8.0,0.001515
8.01,0.022746
8.02,0.01991
8.03,0.02583
8.04,-0.008555
8.05,-0.007692
8.06,0.019218
8.07,-0.041926
8.08,0.009542
8.09,-0.02911
8.1,0.003628
8.11,-5.6e-05
8.12,-0.003581
8.13,-0.015574
8.14,0.021457
8.15,-0.019162
8.16,0.002808
8.17,-0.026283
8.18,0.01031
8.19,-0.008897
8.2,-0.006187
8.21,0.002471
8.22,-0.015964
8.23,0.039562
8.24,-0.014467
8.25,-0.006734
8.26,0.015866
8.27,0.0252
8.28,-0.01664
8.29,-0.02231
8.3,0.016797
8.31,-0.031612
8.32,-0.010837
8.33,0.023568
8.34,0.02062
8.35,0.030042
8.36,0.006528
8.37,-0.008642
8.38,0.030355
8.39,0.010413
8.4,0.008401
8.41,0.012109
8.42,-0.025392
8.43,0.00706
8.44,0.000583
8.45,0.013179
8.46,-0.001836
8.47,-0.007502
8.48,-0.02862
8.49,0.001051
8.5,-0.00327
8.51,-0.02612
8.52,-0.00683
8.53,0.006983
8.54,-0.007152
8.55,-0.011438
8.56,0.029497
8.57,0.006684
8.58,-0.005105
8.59,-0.009026
8.6,-0.010444
8.61,0.012445
8.62,-0.025529
8.63,-0.021213
8.64,-0.034909
8.65,0.011282
8.66,0.027091
8.67,-0.015493
8.68,0.000101
8.69,-0.027081
8.7,0.010699
8.71,0.011277
8.72,-0.010398
8.73,-0.01459
8.74,0.035366
8.75,0.027199
8.76,0.017258
8.77,-0.020756
8.78,-0.014961
8.79,-0.009002
8.8,0.017678
8.81,-0.002099
8.82,-0.032943
8.83,0.018841
8.84,-0.001874
8.85,-0.006153
8.86,0.022691
8.87,0.011442
8.88,-0.021818
8.89,-0.00874
8.9,-0.011629
8.91,0.017491
8.92,0.008717
8.93,0.023079
8.94,0.002134
8.95,-0.004866
8.96,-0.021212
8.97,-0.013746
8.98,-0.013473
8.99,-0.003107
9.0,-0.003629
9.01,-0.010501
9.02,-0.004888
9.03,-0.018311
9.04,-0.022511
9.05,0.032219
9.06,0.002195
9.07,-0.003732
9.08,-0.031624
9.09,0.029937
9.1,-0.01288
9.11,-0.040298
9.12,0.004626
9.13,0.000347
9.14,0.001809
9.15,0.019762
9.16,-0.025919
9.17,-0.030377
9.18,0.011609
9.19,-0.012655
9.2,0.004976
9.21,-0.02911
9.22,0.015961
9.23,-0.018864
9.24,0.02606
9.25,-0.01554
9.26,-0.014998
9.27,-0.008977
9.28,-0.021717
9.29,0.014351
9.3,-0.023377
9.31,-0.017346
9.32,-0.022308
9.33,0.007681
9.34,0.013746
9.35,0.005437
9.36,0.007615
9.37,-0.004223
9.38,0.003289
9.39,0.019276
9.4,-0.016435
9.41,0.005979
9.42,0.007897
9.43,-0.038586
9.44,0.00989
9.45,0.00901
9.46,-0.001798
9.47,-0.019609
9.48,-0.010604
9.49,0.001276
9.5,-0.021377
9.51,0.002909
9.52,-0.023197
9.53,-0.020348
9.54,-0.007359
9.55,-0.018923
9.56,0.030935
9.57,0.029221
9.58,-0.021101
9.59,-0.009253
9.6,0.005954
9.61,0.031788
9.62,-0.024176
9.63,0.039081
9.64,0.001063
9.65,0.049501
9.66,0.017678
9.67,0.009626
9.68,0.013554
9.69,-0.013887
9.7,-0.033026
9.71,0.00266
9.72,0.014691
9.73,-0.011378
9.74,-0.022619
9.75,-0.008081
9.76,-0.001135
9.77,-0.015146
9.78,-0.004914
9.79,-0.045728
9.8,0.023099
9.81,-0.011565
9.82,-0.009225
9.83,0.008062
9.84,-0.031406
9.85,0.008972
9.86,0.029521
9.87,-0.015756
9.88,0.01143
9.89,0.009505
9.9,0.002466
9.91,0.009856
9.92,0.025918
9.93,0.021569
9.94,-0.016183
9.95,-0.007259
9.96,0.017018
9.97,-8.1e-05
9.98,-0.011445
9.99,-0.015726
