time_sec,amplitude
5.01,0.126812
5.02,0.220116
5.03,0.316208
5.04,0.378131
5.05,0.42871
5.06,0.445528
5.07,0.400381
5.08,0.406961
5.09,0.352029
5.1,0.259191
5.11,0.179694
5.12,0.025401
5.13,-0.023298
5.14,-0.145656
5.15,-0.284398
5.16,-0.32659
5.17,-0.44892
5.18,-0.459923
5.19,-0.446083
5.2,-0.411343
5.21,-0.363632
5.22,-0.311493
5.23,-0.226832
5.24,-0.061718
5.25,-0.003544
5.26,0.094234
5.27,0.198377
5.28,0.321711
5.29,0.395432
5.3,0.393915
5.31,0.4664
5.32,0.455114
5.33,0.3884
5.34,0.322177
5.35,0.258604
5.36,0.186054
5.37,0.026947
5.38,-0.046279
5.39,-0.160443
5.4,-0.312153
5.41,-0.347571
5.42,-0.415012
5.43,-0.433796
5.44,-0.467123
5.45,-0.401332
5.46,-0.381912
5.47,-0.305335
5.48,-0.248155
5.49,-0.103132
5.5,0.004969
5.51,0.094079
5.52,0.193356
5.53,0.336928
5.54,0.381308
5.55,0.406261
5.56,0.412594
5.57,0.426886
5.58,0.442886
5.59,0.331616
5.6,0.26453
5.61,0.160033
5.62,0.032928
5.63,-0.048042
5.64,-0.200831
5.65,-0.246852
5.66,-0.358651
5.67,-0.389811
5.68,-0.468244
5.69,-0.462422
5.7,-0.452867
5.71,-0.384282
5.72,-0.262576
5.73,-0.214755
5.74,-0.055246
5.75,0.029566
5.76,0.107892
5.77,0.21577
5.78,0.323659
5.79,0.380595
5.8,0.434064
5.81,0.489668
5.82,0.467434
5.83,0.411544
5.84,0.356679
5.85,0.29045
5.86,0.157416
5.87,0.055258
5.88,-0.044807
5.89,-0.192943
5.9,-0.25123
5.91,-0.324794
5.92,-0.39867
5.93,-0.45925
5.94,-0.454418
5.95,-0.436065
5.96,-0.421942
5.97,-0.321867
5.98,-0.229582
5.99,-0.121327
6.0,-0.005081
6.01,0.115449
6.02,0.222671
6.03,0.27625
6.04,0.398147
6.05,0.425009
6.06,0.420272
6.07,0.473043
6.08,0.424791
6.09,0.337975
6.1,0.290585
6.11,0.162597
6.12,0.05478
6.13,-0.051932
6.14,-0.17307
6.15,-0.255202
6.16,-0.33405
6.17,-0.421784
6.18,-0.472102
6.19,-0.462794
6.2,-0.416973
6.21,-0.446579
6.22,-0.291385
6.23,-0.22121
6.24,-0.143621
6.25,0.04402
6.26,0.110205
6.27,0.199661
6.28,0.28762
6.29,0.347297
6.3,0.442075
6.31,0.467171
6.32,0.468588
6.33,0.39284
6.34,0.381171
6.35,0.259202
6.36,0.13404
6.37,0.046147
6.38,-0.05787
6.39,-0.17146
6.4,-0.279793
6.41,-0.343667
6.42,-0.422876
6.43,-0.430934
6.44,-0.421068
6.45,-0.399432
6.46,-0.356723
6.47,-0.292477
6.48,-0.222496
6.49,-0.113589
6.5,-0.012472
6.51,0.091479
6.52,0.212466
6.53,0.29823
6.54,0.355364
6.55,0.421339
6.56,0.433351
6.57,0.455146
6.58,0.407354
6.59,0.34799
6.6,0.255561
6.61,0.194649
6.62,0.055358
6.63,-0.066059
6.64,-0.173535
6.65,-0.217203
6.66,-0.33403
6.67,-0.399803
6.68,-0.460042
6.69,-0.422443
6.7,-0.476566
6.71,-0.363211
6.72,-0.335431
6.73,-0.231507
6.74,-0.102491
6.75,-0.020161
6.76,0.109413
6.77,0.229872
6.78,0.303793
6.79,0.360557
6.8,0.462588
6.81,0.424502
6.82,0.43513
6.83,0.39727
6.84,0.337468
6.85,0.280979
6.86,0.202384
6.87,0.043958
6.88,-0.030571
6.89,-0.171576
6.9,-0.268712
6.91,-0.384602
6.92,-0.389379
6.93,-0.404329
6.94,-0.407565
6.95,-0.442244
6.96,-0.389075
6.97,-0.278442
6.98,-0.215838
6.99,-0.134196
7.0,0.023589
7.01,0.014995
7.02,0.043965
7.03,0.032409
7.04,0.01555
7.05,-0.003224
7.06,0.013669
7.07,0.012312
7.08,0.024335
7.09,0.020028
7.1,0.015917
7.11,0.0161
7.12,-0.004674
7.13,-0.00828
7.14,0.020156
7.15,0.005269
7.16,-0.008566
7.17,0.019856
7.18,0.022395
7.19,0.019773
7.2,-0.018303
7.21,0.017938
7.22,0.027015
7.23,0.004091
7.24,-0.013221
7.25,-0.015613
7.26,-0.011221
7.27,-0.008717
7.28,-0.001815
7.29,-0.008924
7.3,0.00041
7.31,0.011963
7.32,0.009447
7.33,0.009334
7.34,0.022856
7.35,0.013569
7.36,-0.03347
7.37,-0.007888
7.38,-0.021803
7.39,-1.4e-05
7.4,-0.013414
7.41,-0.01788
7.42,-0.008573
7.43,0.013194
7.44,-0.022742
7.45,-0.006305
7.46,0.003426
7.47,-0.025319
7.48,-0.012087
7.49,0.045064
7.5,0.016456
7.51,-0.005129
7.52,0.008966
7.53,-0.01858
7.54,0.016846
7.55,0.036505
7.56,0.00783
7.57,0.014527
7.58,-0.026134
7.59,-0.016717
7.6,-0.006217
7.61,0.016336
7.62,0.019002
7.63,-0.015284
7.64,0.021685
7.65,0.021327
7.66,0.013203
7.67,-0.003393
7.68,-0.00155
7.69,-0.028179
7.7,-0.022827
7.71,0.037134
7.72,-0.001239
7.73,0.025845
7.74,-0.017578
7.75,-0.002221
7.76,-0.014923
7.77,-0.019084
7.78,-0.008004
7.79,-0.002213
7.8,0.016973
7.81,-0.011258
7.82,-0.02604
7.83,0.009311
7.84,-0.048756
7.85,0.011395
7.86,0.008865
7.87,0.023799
7.88,-0.032144
7.89,-0.020332
7.9,-0.008392
7.91,0.023539
7.92,-0.01454
7.93,-0.014766
7.94,-0.027634
7.95,0.033662
7.96,0.015431
7.97,0.002195
7.98,0.016304
7.99,-0.014533
8.0,-0.014718
8.01,0.014589
8.02,-0.004871
8.03,0.010278
8.04,0.014811
8.05,-0.007953
8.06,-0.009109
8.07,0.020914
8.08,-0.027591
8.09,-0.010403
8.1,0.034075
8.11,0.008939
8.12,-0.015137
8.13,-0.027231
8.14,-0.031623
8.15,0.004825
8.16,-0.019854
8.17,-0.023651
8.18,-0.011099
8.19,-0.001622
8.2,-0.005273
8.21,-0.000669
8.22,0.048836
8.23,-0.011245
8.24,-0.016504
8.25,-0.039766
8.26,-0.001136
8.27,0.020119
8.28,0.014313
8.29,0.018724
8.3,-0.013513
8.31,0.015698
8.32,0.012818
8.33,-0.007018
8.34,-0.020198
8.35,-0.008437
8.36,0.037066
8.37,0.0174
8.38,0.00295
8.39,-0.020472
8.4,-0.011132
8.41,0.004357
8.42,0.013455
8.43,0.011244
8.44,-0.008784
8.45,0.005259
8.46,-0.019047
8.47,-0.004936
8.48,0.014611
8.49,0.01661
8.5,0.019721
8.51,0.008847
8.52,0.003148
8.53,0.012158
8.54,0.010153
8.55,-0.001576
8.56,0.021446
8.57,0.023153
8.58,-0.032234
8.59,-0.008226
8.6,0.028799
8.61,-0.002248
8.62,0.005363
8.63,0.01208
8.64,-0.009074
8.65,0.04191
8.66,0.01045
8.67,0.007905
8.68,0.019144
8.69,-0.018059
8.7,-0.007683
8.71,0.011817
8.72,0.004017
8.73,-0.030067
8.74,0.009435
8.75,-0.015754
8.76,-0.033505
8.77,0.015676
8.78,-0.01161
8.79,0.010812
8.8,0.000798
8.81,-0.036982
8.82,0.00599
8.83,-0.015005
8.84,0.015833
8.85,-0.018956
8.86,-0.025694
8.87,-0.046971
8.88,0.035405
8.89,-0.003914
8.9,-0.030153
8.91,-0.007605
8.92,0.003785
8.93,-0.010236
8.94,0.0183
8.95,-0.010869
8.96,-0.030181
8.97,-0.009504
8.98,0.001126
8.99,0.002145
9.0,-0.018697
9.01,-0.005055
9.02,-0.044125
9.03,0.009403
9.04,-0.002451
9.05,-0.00453
9.06,0.00336
9.07,0.030646
9.08,-0.027244
9.09,-0.012105
9.1,-0.03732
9.11,-0.006558
9.12,-0.034355
9.13,0.003121
9.14,-0.028476
9.15,0.00038
9.16,0.027975
9.17,0.017781
9.18,0.017113
9.19,0.008129
9.2,-0.036879
9.21,0.008242
9.22,-0.005636
9.23,-0.028679
9.24,0.00815
9.25,-0.016931
9.26,0.003134
9.27,-0.014653
9.28,-0.020188
9.29,0.013667
9.3,0.009386
9.31,0.013374
9.32,0.037987
9.33,-0.00662
9.34,0.045511
9.35,0.022637
9.36,0.028277
9.37,0.030178
9.38,0.003502
9.39,0.027459
9.4,0.001739
9.41,-0.030919
9.42,0.012779
9.43,-0.016181
9.44,0.02182
9.45,0.012528
9.46,-0.028482
9.47,-0.037117
9.48,-0.011446
9.49,0.042105
9.5,0.008927
9.51,0.056238
9.52,-0.015604
9.53,0.013961
9.54,-0.038986
9.55,-0.009767
9.56,-0.005814
9.57,0.005364
9.58,-0.019337
9.59,0.030437
9.6,-0.001192
9.61,-0.004594
9.62,-0.017888
9.63,0.022153
9.64,-0.013087
9.65,0.016381
9.66,0.030964
9.67,-0.010463
9.68,0.018319
9.69,0.021822
9.7,-0.024826
9.71,-0.014874
9.72,0.025649
9.73,-0.001102
9.74,-0.015794
9.75,0.00563
9.76,0.018519
9.77,-0.01752
9.78,-0.013416
9.79,0.012215
9.8,-0.00376
9.81,-0.010296
9.82,0.019708
9.83,0.026451
9.84,-0.014805
9.85,0.003102
9.86,0.018272
9.87,-0.031723
9.88,0.014455
9.89,-0.027968
9.9,1.1e-05
9.91,0.003878
9.92,-0.034116
9.93,-0.00112
9.94,0.0221
9.95,0.00144
9.96,-0.000252
9.97,-0.020746
9.98,0.030813
9.99,-0.01576
