time_sec,amplitude
3.53,-0.051973
3.54,-0.068664
3.55,0.002298
3.56,0.063693
3.57,0.131989
3.58,0.145263
3.59,0.114925
3.6,0.062617
3.61,-0.006902
3.62,-0.043389
3.63,-0.095326
3.64,-0.107843
3.65,-0.116059
3.66,-0.078363
3.67,-0.013595
3.68,0.003391
3.69,0.060967
3.7,0.101119
3.71,0.116285
3.72,0.139888
3.73,0.035125
3.74,-0.016286
3.75,-0.048886
3.76,-0.124974
3.77,-0.137641
3.78,-0.151818
3.79,-0.058521
3.8,-0.008026
3.81,-0.006111
3.82,0.003166
3.83,0.016748
3.84,0.00671
3.85,-0.017674
3.86,-0.006383
3.87,0.024706
3.88,-0.008655
3.89,0.017605
3.9,0.018115
3.91,0.012892
3.92,0.003831
3.93,-0.012099
3.94,0.003569
3.95,0.005439
3.96,0.02852
3.97,-0.032453
3.98,0.005305
3.99,0.012616
4.0,-0.005437
4.01,-0.01542
4.02,-0.002379
4.03,-0.014218
4.04,-0.012366
4.05,0.014467
4.06,-0.005863
4.07,-0.010121
4.08,-0.021204
4.09,-0.005489
4.1,0.007755
4.11,0.002379
4.12,0.003089
4.13,-0.020111
4.14,-0.002216
4.15,0.013164
4.16,-0.025946
4.17,0.002345
4.18,0.025554
4.19,0.014364
4.2,0.020173
4.21,0.005364
4.22,-0.007303
4.23,-0.010781
4.24,-0.000566
4.25,0.026085
4.26,-0.001233
4.27,-0.001145
4.28,0.003721
4.29,-0.003606
4.3,-0.003829
4.31,-0.036598
4.32,0.016925
4.33,-0.002974
4.34,-0.005082
4.35,-0.002612
4.36,-0.021225
4.37,0.017779
4.38,-0.026243
4.39,0.018144
4.4,0.02081
4.41,-0.01033
4.42,-0.004688
4.43,0.014322
4.44,0.000226
4.45,0.022685
4.46,0.025031
4.47,0.017938
4.48,0.010649
4.49,0.025746
4.5,-0.02645
4.51,0.006348
4.52,-0.041143
4.53,0.000759
4.54,-0.025243
4.55,0.00703
4.56,0.025118
4.57,0.009033
4.58,-0.002373
4.59,-0.010244
4.6,-0.007528
4.61,-0.040316
4.62,-0.025912
4.63,-0.014391
4.64,0.008749
4.65,-0.012804
4.66,0.018496
4.67,0.01335
4.68,-0.007808
4.69,0.009113
4.7,-0.000984
4.71,0.0138
4.72,-0.026058
4.73,-0.003758
4.74,0.004859
4.75,0.013692
4.76,0.018571
4.77,0.009034
4.78,0.01301
4.79,0.045626
4.8,0.003104
4.81,-0.012442
4.82,0.003087
4.83,0.00373
4.84,-0.028885
4.85,0.005572
4.86,0.011959
4.87,0.020231
4.88,0.004108
4.89,-0.000919
4.9,-0.005884
4.91,-0.021908
4.92,-0.013131
4.93,0.007739
4.94,0.014168
4.95,0.02634
4.96,-0.023495
4.97,0.000573
4.98,-0.004853
4.99,-0.002242
5.0,-0.003798
5.01,-0.013454
5.02,-0.021044
5.03,0.016972
5.04,0.000566
5.05,-0.013984
5.06,-0.005315
5.07,-0.029223
5.08,-0.001225
5.09,0.011563
5.1,-0.000344
5.11,-0.014909
5.12,0.0157
5.13,0.033298
5.14,0.023761
5.15,0.005745
5.16,-0.012046
5.17,-0.005154
5.18,0.032924
5.19,0.008765
5.2,-0.027771
5.21,-0.010887
5.22,0.017232
5.23,0.021157
5.24,-0.005104
5.25,-0.005369
5.26,0.020386
5.27,0.003524
5.28,-0.003399
5.29,0.008034
5.3,0.031312
5.31,0.117858
5.32,0.215325
5.33,0.304817
5.34,0.382484
5.35,0.426758
5.36,0.448314
5.37,0.423258
5.38,0.387428
5.39,0.401976
5.4,0.302124
5.41,0.145866
5.42,0.058385
5.43,-0.034201
5.44,-0.155251
5.45,-0.289555
5.46,-0.325518
5.47,-0.380874
5.48,-0.424077
5.49,-0.429171
5.5,-0.435498
5.51,-0.368996
5.52,-0.299452
5.53,-0.23106
5.54,-0.117815
5.55,0.015644
5.56,0.103247
5.57,0.196505
5.58,0.311192
5.59,0.384325
5.6,0.394978
5.61,0.447473
5.62,0.390476
5.63,0.389954
5.64,0.383499
5.65,0.272688
5.66,0.153435
5.67,0.061966
5.68,-0.02953
5.69,-0.171679
5.7,-0.274976
5.71,-0.334538
5.72,-0.392812
5.73,-0.463989
5.74,-0.416958
5.75,-0.39341
5.76,-0.396049
5.77,-0.290858
5.78,-0.195703
5.79,-0.106259
5.8,-0.003805
5.81,0.112553
5.82,0.228243
5.83,0.339669
5.84,0.344248
5.85,0.398779
5.86,0.44564
5.87,0.481732
5.88,0.411005
5.89,0.325994
5.9,0.27103
5.91,0.1756
5.92,0.064699
5.93,-0.045062
5.94,-0.156275
5.95,-0.255098
5.96,-0.340377
5.97,-0.385467
5.98,-0.480411
5.99,-0.447456
6.0,-0.439236
6.01,-0.384134
6.02,-0.276662
6.03,-0.228592
6.04,-0.101078
6.05,-0.018439
6.06,0.114462
6.07,0.245196
6.08,0.308897
6.09,0.404015
6.1,0.423284
6.11,0.475992
6.12,0.468502
6.13,0.394051
6.14,0.352089
6.15,0.236811
6.16,0.196997
6.17,0.066844
6.18,-0.061277
6.19,-0.186723
6.2,-0.223893
6.21,-0.322866
6.22,-0.395953
6.23,-0.421064
6.24,-0.455346
6.25,-0.401614
6.26,-0.35454
6.27,-0.315537
6.28,-0.190476
6.29,-0.119
6.3,0.017363
6.31,0.098627
6.32,0.240565
6.33,0.264844
6.34,0.384556
6.35,0.41455
6.36,0.46633
6.37,0.47361
6.38,0.419672
6.39,0.364204
6.4,0.257777
6.41,0.138294
6.42,0.059336
6.43,-0.076932
6.44,-0.175089
6.45,-0.224354
6.46,-0.369239
6.47,-0.42283
6.48,-0.451177
6.49,-0.480731
6.5,-0.396643
6.51,-0.383233
6.52,-0.352556
6.53,-0.206465
6.54,-0.122906
6.55,-0.016005
6.56,0.119773
6.57,0.225287
6.58,0.295139
6.59,0.380738
6.6,0.415096
6.61,0.446402
6.62,0.445256
6.63,0.400329
6.64,0.348822
6.65,0.275878
6.66,0.163417
6.67,0.041528
6.68,-0.069398
6.69,-0.153978
6.7,-0.25288
6.71,-0.340049
6.72,-0.403648
6.73,-0.476099
6.74,-0.471033
6.75,-0.425538
6.76,-0.382333
6.77,-0.286665
6.78,-0.245664
6.79,-0.139368
6.8,-0.003991
6.81,0.118809
6.82,0.223865
6.83,0.346547
6.84,0.365187
6.85,0.412016
6.86,0.450364
6.87,0.465044
6.88,0.381886
6.89,0.365802
6.9,0.269721
6.91,0.153306
6.92,0.067328
6.93,-0.036557
6.94,-0.184392
6.95,-0.267686
6.96,-0.379706
6.97,-0.406008
6.98,-0.420118
6.99,-0.467143
7.0,-0.453028
7.01,-0.397174
7.02,-0.294299
7.03,-0.215039
7.04,-0.138243
7.05,-0.006369
7.06,0.099633
7.07,0.245087
7.08,0.291569
7.09,0.384129
7.1,0.438251
7.11,0.449813
7.12,0.451994
7.13,0.417954
7.14,0.361998
7.15,0.280767
7.16,0.175401
7.17,0.054866
7.18,-0.059867
7.19,-0.135718
7.2,-0.286311
7.21,-0.322783
7.22,-0.405996
7.23,-0.416805
7.24,-0.448446
7.25,-0.428177
7.26,-0.370043
7.27,-0.276512
7.28,-0.212009
7.29,-0.108558
7.3,0.007589
7.31,-0.008183
7.32,-0.033661
7.33,0.011238
7.34,0.021035
7.35,0.002231
7.36,0.001462
7.37,0.000862
7.38,0.000652
7.39,0.014473
7.4,-0.006352
7.41,-0.006778
7.42,0.024222
7.43,0.001428
7.44,0.036663
7.45,0.018111
7.46,-0.01234
7.47,0.044114
7.48,0.003321
7.49,0.000499
7.5,0.036182
7.51,0.018215
7.52,0.000486
7.53,0.007847
7.54,0.022396
7.55,0.00443
7.56,-0.007467
7.57,0.014507
7.58,-0.019016
7.59,0.009459
7.6,-0.003172
7.61,0.007379
7.62,0.028869
7.63,-0.05079
7.64,-0.020338
7.65,-0.012156
7.66,-0.005025
7.67,0.007159
7.68,0.018085
7.69,0.016057
7.7,-0.018387
7.71,-0.018335
7.72,0.015463
7.73,0.019848
7.74,0.01489
7.75,-0.003793
7.76,0.020871
7.77,-0.001832
7.78,0.017627
7.79,0.03149
7.8,0.01741
7.81,0.034153
7.82,0.002856
7.83,-0.00709
7.84,-0.024829
7.85,-0.024631
7.86,-0.007021
7.87,0.02705
7.88,-0.007546
7.89,0.033607
7.9,0.018984
7.91,0.00658
7.92,-0.037982
7.93,0.019816
7.94,-0.028005
7.95,-0.00298
7.96,0.020732
7.97,0.007848
7.98,0.037984
7.99,-0.027794
8.0,0.002951
8.01,0.051631
8.02,0.035491
8.03,0.003671
8.04,-0.004786
8.05,-0.019578
8.06,-0.040718
8.07,0.013735
8.08,-0.004475
8.09,0.012234
8.1,-0.00931
8.11,-0.027971
8.12,-0.011011
8.13,-0.012746
8.14,0.005146
8.15,-0.024399
8.16,0.003769
8.17,-0.003312
8.18,-0.012146
8.19,-0.002799
8.2,-0.003084
8.21,0.008733
8.22,-0.004354
8.23,0.000919
8.24,-0.004244
8.25,-0.01194
8.26,-0.001459
8.27,-0.001855
8.28,-0.012002
8.29,0.05063
8.3,0.00336
8.31,-0.004635
8.32,0.003882
8.33,0.022302
8.34,0.013961
8.35,0.022168
8.36,-0.012661
8.37,0.006346
8.38,0.014038
8.39,0.011157
8.4,-0.028925
8.41,0.03733
8.42,-0.005192
8.43,0.004187
8.44,0.025891
8.45,-2e-05
8.46,0.03292
8.47,0.004834
8.48,-0.006297
8.49,0.027569
8.5,-0.018716
8.51,0.013632
8.52,-0.024761
8.53,-0.014536
8.54,-0.020971
8.55,-0.022366
8.56,0.000203
8.57,0.003516
8.58,0.02462
8.59,0.0082
8.6,0.019796
8.61,-0.001776
8.62,0.015319
8.63,-0.045274
8.64,0.013698
8.65,-0.012406
8.66,-0.009585
8.67,-0.030103
8.68,-0.045545
8.69,-0.005991
8.7,-0.006224
8.71,0.005466
8.72,-0.021494
8.73,-0.015093
8.74,0.002111
8.75,-0.014198
8.76,0.001323
8.77,0.023764
8.78,-0.037725
8.79,0.017871
8.8,-0.018197
8.81,0.000875
8.82,0.016099
8.83,-0.0304
8.84,0.025673
8.85,0.014334
8.86,0.013235
8.87,0.005418
8.88,0.003234
8.89,0.030095
8.9,-0.015121
8.91,-0.002503
8.92,-0.004634
8.93,-0.004103
8.94,-0.039519
8.95,0.014292
8.96,-0.023076
8.97,0.014217
8.98,0.0018
8.99,0.011047
9.0,0.000883
9.01,0.040432
9.02,-0.000357
9.03,-0.015002
9.04,0.024094
9.05,-0.006719
9.06,-0.009238
9.07,0.016993
9.08,0.004542
9.09,0.016622
9.1,-0.002619
9.11,-0.011564
9.12,0.030045
9.13,-0.000443
9.14,0.001078
9.15,-0.024802
9.16,-0.00109
9.17,-0.004043
9.18,-0.009681
9.19,-0.012887
9.2,-0.020382
9.21,-0.015656
9.22,0.004529
9.23,-0.030339
9.24,0.014402
9.25,-0.009708
9.26,0.011619
9.27,0.000258
9.28,0.005159
9.29,0.016397
9.3,0.006904
9.31,0.016139
9.32,-0.026738
9.33,0.003913
9.34,-0.021302
9.35,-0.004171
9.36,-0.023916
9.37,-0.000722
9.38,-0.006536
9.39,-0.002214
9.4,0.031898
9.41,-0.006085
9.42,-0.013775
9.43,0.002822
9.44,0.004541
9.45,0.015467
9.46,0.024803
9.47,0.007685
9.48,0.01078
9.49,-0.0136
9.5,-0.017928
9.51,-0.003078
9.52,0.008702
9.53,0.021637
9.54,-0.001173
9.55,-0.008404
9.56,0.00431
9.57,-0.017702
9.58,0.00262
9.59,0.00485
9.6,0.007108
9.61,-0.014127
9.62,-0.006897
9.63,0.031894
9.64,-0.030661
9.65,0.019712
9.66,0.00965
9.67,0.014713
9.68,0.010995
9.69,-0.020218
9.7,-0.016748
9.71,0.017257
9.72,0.012327
9.73,-0.014091
9.74,0.001657
9.75,0.000758
9.76,0.003547
9.77,-0.010824
9.78,0.042455
9.79,0.027913
9.8,-0.001219
9.81,0.006993
9.82,0.035279
9.83,-0.003817
9.84,-0.000841
9.85,0.000227
9.86,0.001646
9.87,0.007841
9.88,-0.022111
9.89,0.007125
9.9,0.008171
9.91,-0.018042
9.92,-0.019664
9.93,0.00056
9.94,-0.016968
9.95,-0.018036
9.96,-0.014903
9.97,0.006667
9.98,-0.015673
9.99,0.022787
10.0,-0.021186
10.01,0.014442
10.02,0.005099
10.03,0.008311
10.04,-0.006083
10.05,-0.01543
10.06,0.003798
10.07,-0.045232
10.08,0.008355
10.09,-0.006854
10.1,-0.037429
10.11,-0.008095
10.12,0.05805
10.13,-0.00712
10.14,-0.007187
10.15,-0.007169
10.16,-0.000728
10.17,0.003416
10.18,-0.014614
10.19,0.031049
10.2,-0.017672
10.21,-0.012671
10.22,-0.012957
10.23,0.00731
10.24,-0.014021
10.25,-0.003323
10.26,0.003423
10.27,0.006094
10.28,-0.002222
10.29,-0.041659
